"Day","Start Time","End Time","Program","Facilitators","Topic","Outline","Audience","OSF link","Slack channel name","Slack channel link","Technical assistance","Jul","Ste","Mag","Ani","Ine","Sof","Mar","Aph","Olu","Los","Abd"
2025-10-15,"2025-10-15 20:00:00","2025-10-15 20:30:00","Workshop 2 (continued)","Malgorzata (Losia) Lagisz","Organising a collaborative asynchronous research project is not a trivial task - this workshop will share lessons learned through experience, including both successes and challenges. I will provide a brief overview of past and ongoing SORTEE collaborative research projects, highlight key outcomes (publications, datasets, and code), and offer practical strategies for organizing and leading successful, open collaborations. Participants are welcome to contact the facilitators for additional advice and materials.","This workshop builds on the SORTEE hackathons of 2022–2024 and subsequent follow-up projects. It will include short presentations, discussions, and interactive activities. The focus will be on developing a framework for equitable, productive, and enjoyable collaborations. This session is relevant to anyone interested in starting or improving their collaborative research projects.","Everyone","","#conf2025-w02-sortee-research-collaborations","https://sortee.slack.com/archives/C09H1BQREJE","Stephanie Flaman, Juliette Tariel-Adam",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2025-10-15,"2025-10-15 20:30:00","2025-10-15 20:50:00","Workshop 2 (continued)","Malgorzata (Losia) Lagisz","Organising a collaborative asynchronous research project is not a trivial task - this workshop will share lessons learned through experience, including both successes and challenges. I will provide a brief overview of past and ongoing SORTEE collaborative research projects, highlight key outcomes (publications, datasets, and code), and offer practical strategies for organizing and leading successful, open collaborations. Participants are welcome to contact the facilitators for additional advice and materials.","This workshop builds on the SORTEE hackathons of 2022–2024 and subsequent follow-up projects. It will include short presentations, discussions, and interactive activities. The focus will be on developing a framework for equitable, productive, and enjoyable collaborations. This session is relevant to anyone interested in starting or improving their collaborative research projects.","Everyone","","#conf2025-w02-sortee-research-collaborations","https://sortee.slack.com/archives/C09H1BQREJE","Stephanie Flaman, Juliette Tariel-Adam",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2025-10-15,"2025-10-15 21:00:00","2025-10-15 21:30:00","Plenary Talk by Simine Vazire: Where are the Self-Correcting Mechanisms in Science?","Simine Vazire","We often hear the self-correcting mechanisms in science invoked as a reason to trust science, but it is not always clear what these mechanisms are. Some quality control mechanisms, such as peer review for journals, have been found not to provide much of a safeguard against invalid claims. Instead, I argue that we should look for visible signs of a scientific community's commitment to self-correction. These signs include transparency in the research and peer review process, investment in error detection and quality control, and an emphasis on calibration rather than popularization. We should trust scientific claims more to the extent that they were produced by communities that have these hallmarks of credibility. Fields that are more transparent, rigorous, and calibrated should earn more trust. Metascience can provide scientists and the public with valuable information in assessing the credibility of scientific fields.","40 min presentation, 20 min questions","Everyone","https://osf.io/5gmyu/","#conf2025-plenary2-simine-vazire","https://sortee.slack.com/archives/C09GWMSCESF","Ineta Kačergytė, Stephanie Flaman",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2025-10-15,"2025-10-15 21:30:00","2025-10-15 22:00:00","Plenary Talk 2 (continued)","Simine Vazire","We often hear the self-correcting mechanisms in science invoked as a reason to trust science, but it is not always clear what these mechanisms are. Some quality control mechanisms, such as peer review for journals, have been found not to provide much of a safeguard against invalid claims. Instead, I argue that we should look for visible signs of a scientific community's commitment to self-correction. These signs include transparency in the research and peer review process, investment in error detection and quality control, and an emphasis on calibration rather than popularization. We should trust scientific claims more to the extent that they were produced by communities that have these hallmarks of credibility. Fields that are more transparent, rigorous, and calibrated should earn more trust. Metascience can provide scientists and the public with valuable information in assessing the credibility of scientific fields.","40 min presentation, 20 min questions","Everyone","https://osf.io/5gmyu/","#conf2025-plenary2-simine-vazire","https://sortee.slack.com/archives/C09GWMSCESF","Ineta Kačergytė, Stephanie Flaman",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2025-10-15,"2025-10-15 22:00:00","2025-10-15 22:30:00","Workshop 3: The Confound Hour: Promoting Open Discussions of Scientific Failure at Scientific Conferences","Megan Hagenauer, Juliette Tariel-Adam","Scientific meetings celebrate scientific achievement: famous keynote speakers, beautiful results, award ceremonies. This focus is exciting and invigorating, but glosses over the many failures, mistakes, and rejections that typically lead to scientific success. By creating space within scientific meetings for open conversation about failure we can increase scientific transparency and resilience.
By attending this workshop, we hope attendees will:
1) Recognize that the experience of failure in science is universal and essential for insight and growth.
2) Feel more comfortable acknowledging and discussing struggle and failure with colleagues and trainees.
3) Have a toolbox of activities and games for promoting open discussions of scientific failure within their own communities and events.","In this workshop, we will share the materials that we have used at a large international scientific conference during the past four years (Society for Neuroscience: 2021-2024) to promote open discussions of scientific failure, including formal storytelling, individual and interactive games, and confessionals (overview: https://doi.org/10.1523/ENEURO.0524-24.2024). For each activity, we will provide the rationale and practical guidance regarding logistics and usage. We will also demonstrate a few of the games, allowing workshop participants to experience open discussions of scientific failure in a professional setting. The end of the workshop will center on brainstorming how participants can best adapt the activities to their own communities or local events.","Everyone","","#conf2025-w03-promoting-open-discussions-of-scientific-failure-at-conferences","https://sortee.slack.com/archives/C09H1BRS5GA","Juliette Tariel-Adam, Aphrodis Munyaneza",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2025-10-15,"2025-10-15 22:30:00","2025-10-15 23:00:00","Workshop 3 (continued)","Megan Hagenauer, Juliette Tariel-Adam","Scientific meetings celebrate scientific achievement: famous keynote speakers, beautiful results, award ceremonies. This focus is exciting and invigorating, but glosses over the many failures, mistakes, and rejections that typically lead to scientific success. By creating space within scientific meetings for open conversation about failure we can increase scientific transparency and resilience.</br>
By attending this workshop, we hope attendees will:</br>
1) Recognize that the experience of failure in science is universal and essential for insight and growth.</br>
2) Feel more comfortable acknowledging and discussing struggle and failure with colleagues and trainees.</br>
3) Have a toolbox of activities and games for promoting open discussions of scientific failure within their own communities and events.","In this workshop, we will share the materials that we have used at a large international scientific conference during the past four years (Society for Neuroscience: 2021-2024) to promote open discussions of scientific failure, including formal storytelling, individual and interactive games, and confessionals (overview: https://doi.org/10.1523/ENEURO.0524-24.2024). For each activity, we will provide the rationale and practical guidance regarding logistics and usage. We will also demonstrate a few of the games, allowing workshop participants to experience open discussions of scientific failure in a professional setting. The end of the workshop will center on brainstorming how participants can best adapt the activities to their own communities or local events.","Everyone","","#conf2025-w03-promoting-open-discussions-of-scientific-failure-at-conferences","https://sortee.slack.com/archives/C09H1BRS5GA","Juliette Tariel-Adam, Aphrodis Munyaneza",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2025-10-15,"2025-10-15 23:00:00","2025-10-15 23:30:00","Workshop 3 (continued)","Megan Hagenauer, Juliette Tariel-Adam","Scientific meetings celebrate scientific achievement: famous keynote speakers, beautiful results, award ceremonies. This focus is exciting and invigorating, but glosses over the many failures, mistakes, and rejections that typically lead to scientific success. By creating space within scientific meetings for open conversation about failure we can increase scientific transparency and resilience.
By attending this workshop, we hope attendees will:
1) Recognize that the experience of failure in science is universal and essential for insight and growth.
2) Feel more comfortable acknowledging and discussing struggle and failure with colleagues and trainees.
3) Have a toolbox of activities and games for promoting open discussions of scientific failure within their own communities and events.","In this workshop, we will share the materials that we have used at a large international scientific conference during the past four years (Society for Neuroscience: 2021-2024) to promote open discussions of scientific failure, including formal storytelling, individual and interactive games, and confessionals (overview: https://doi.org/10.1523/ENEURO.0524-24.2024). For each activity, we will provide the rationale and practical guidance regarding logistics and usage. We will also demonstrate a few of the games, allowing workshop participants to experience open discussions of scientific failure in a professional setting. The end of the workshop will center on brainstorming how participants can best adapt the activities to their own communities or local events.","Everyone","","#conf2025-w03-promoting-open-discussions-of-scientific-failure-at-conferences","https://sortee.slack.com/archives/C09H1BRS5GA","Juliette Tariel-Adam, Aphrodis Munyaneza",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2025-10-15,"2025-10-15 23:30:00","2025-10-15 23:50:00","Workshop 3 (continued)","Megan Hagenauer, Juliette Tariel-Adam","Scientific meetings celebrate scientific achievement: famous keynote speakers, beautiful results, award ceremonies. This focus is exciting and invigorating, but glosses over the many failures, mistakes, and rejections that typically lead to scientific success. By creating space within scientific meetings for open conversation about failure we can increase scientific transparency and resilience.
By attending this workshop, we hope attendees will:
1) Recognize that the experience of failure in science is universal and essential for insight and growth.
2) Feel more comfortable acknowledging and discussing struggle and failure with colleagues and trainees.
3) Have a toolbox of activities and games for promoting open discussions of scientific failure within their own communities and events.","In this workshop, we will share the materials that we have used at a large international scientific conference during the past four years (Society for Neuroscience: 2021-2024) to promote open discussions of scientific failure, including formal storytelling, individual and interactive games, and confessionals (overview: https://doi.org/10.1523/ENEURO.0524-24.2024). For each activity, we will provide the rationale and practical guidance regarding logistics and usage. We will also demonstrate a few of the games, allowing workshop participants to experience open discussions of scientific failure in a professional setting. The end of the workshop will center on brainstorming how participants can best adapt the activities to their own communities or local events.","Everyone","","#conf2025-w03-promoting-open-discussions-of-scientific-failure-at-conferences","https://sortee.slack.com/archives/C09H1BRS5GA","Juliette Tariel-Adam, Aphrodis Munyaneza",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
2025-10-16,"2025-10-16 00:00:00","2025-10-16 00:30:00","Introduction to Open Science Practices: The ‘what’, ‘why’, and ‘how’ of open science","SORTEE Education & Outreach Committee","What is open science, why does it matter, and how can you make your work more transparent? This introductory session will provide a brief overview of key areas in open, reliable, and transparent research.","A presentation broken up into key topics (e.g., ""Code and data sharing"" or ""Preprints""). For each, the facilitators will explain what it means, the motivation for doing it, and give links to useful resources (papers, tools like EcoEvoRxiv, Dryad, etc.)","A session dedicated to people new to open science practices but everybody is welcome to attend!","https://osf.io/qf2dv/","#conf2025-introduction-to-open-science","https://sortee.slack.com/archives/C09HUSLKQBS","Stephanie Flaman",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2025-10-16,"2025-10-16 00:30:00","2025-10-16 00:55:00","Introduction to Open Science Practices (continued)","SORTEE Education & Outreach Committee","What is open science, why does it matter, and how can you make your work more transparent? This introductory session will provide a brief overview of key areas in open, reliable, and transparent research.","A presentation broken up into key topics (e.g., ""Code and data sharing"" or ""Preprints""). For each, the facilitators will explain what it means, the motivation for doing it, and give links to useful resources (papers, tools like EcoEvoRxiv, Dryad, etc.)","A session dedicated to people new to open science practices but everybody is welcome to attend!","https://osf.io/qf2dv/","#conf2025-introduction-to-open-science","https://sortee.slack.com/archives/C09HUSLKQBS","Stephanie Flaman",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2025-10-16,"2025-10-16 01:00:00","2025-10-16 01:30:00","Unconference 4: What do LLMs mean for open science?","Saoirse Kelleher, Elliot Gould","The last three years have seen the rapid uptake of large language models (LLMs) across nearly every facet of the scientific research process. There has been much debate over the pros and cons of this development in general, but comparatively less about the implications for open science specifically. In this Unconference session, we will lead a discussion on the potential challenges and opportunities for open, reliable, and transparent research in the face of widespread use of LLMs.","This session will begin with some open questions querying the possible impacts of LLMs on open science - what are the possible ways they can support our mission, and what are the foreseeable risks that may emerge from their use? We will frame the remainder of the discussion around the answers to these prompts, focusing on the areas that attendees believe are the most important points for discussion. To end the session, we will ask what (if anything) SORTEE and other similar groups should be doing to navigate the shifting open science ecosystem in the LLM era.","This session is open to everyone, including those with strong views on either side of this debate.","https://osf.io/6psu7/","#conf2025-u04-what-do-llms-mean-for-open-science","https://sortee.slack.com/archives/C09H1BTEK98","Stephanie Flaman, Losia Lagisz",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2025-10-16,"2025-10-16 01:30:00","2025-10-16 01:55:00","Unconference 4 (continued)","Saoirse Kelleher, Elliot Gould","The last three years have seen the rapid uptake of large language models (LLMs) across nearly every facet of the scientific research process. There has been much debate over the pros and cons of this development in general, but comparatively less about the implications for open science specifically. In this Unconference session, we will lead a discussion on the potential challenges and opportunities for open, reliable, and transparent research in the face of widespread use of LLMs.","This session will begin with some open questions querying the possible impacts of LLMs on open science - what are the possible ways they can support our mission, and what are the foreseeable risks that may emerge from their use? We will frame the remainder of the discussion around the answers to these prompts, focusing on the areas that attendees believe are the most important points for discussion. To end the session, we will ask what (if anything) SORTEE and other similar groups should be doing to navigate the shifting open science ecosystem in the LLM era.","This session is open to everyone, including those with strong views on either side of this debate.","https://osf.io/6psu7/","#conf2025-u04-what-do-llms-mean-for-open-science","https://sortee.slack.com/archives/C09H1BTEK98","Stephanie Flaman, Losia Lagisz",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
2025-10-16,"2025-10-16 02:00:00","2025-10-16 02:30:00","Hackathon 4: Evaluating FAIR principles and uncertainty in mechanistic models from ecology and evolution","Kevin Bairos-Novak","The main goal of the hackathon is to develop a framework for evaluating mechanistic models’ openness, transparency, reproducibility, and methods of assessing model precision and accuracy. This framework will subsequently be applied to studies using mechanistic modelling in ecology and evolution after the hackathon.","In this session, we will:<br>
1) introduce participants to what exactly are mechanistic models in ecology and evolution,<br>
2) highlight broad issues of reproducibility, validation, sensitivity, and uncertainty quantification within mechanistic models,<br>
3) provide a proposed framework for assessing models in terms of the FAIR principles and develop principles as a group to assessing mechanistic modelling studies specifically, and<br>
4) apply these principles to a pilot study (time permitting).<br>
We hope to eventually develop a publication or commentary piece as a result of the hackathon, and participants will be informed of the steps required to contribute to the project and be a co-author going forward after the hackathon.","Everyone – prior knowledge of mechanistic models is an asset but not required. Just arrive with a willingness to learn!","https://osf.io/qtfrm/","#conf2025-h04-evaluating-fair-principles-and-uncertainty-in-mechanistic-models","https://sortee.slack.com/archives/C09H6650DQU","Stephanie Flaman, Losia Lagisz",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2025-10-16,"2025-10-16 02:30:00","2025-10-16 02:55:00","Hackathon 4 (continued)","Kevin Bairos-Novak","The main goal of the hackathon is to develop a framework for evaluating mechanistic models’ openness, transparency, reproducibility, and methods of assessing model precision and accuracy. This framework will subsequently be applied to studies using mechanistic modelling in ecology and evolution after the hackathon.","In this session, we will:<br>
1) introduce participants to what exactly are mechanistic models in ecology and evolution,<br>
2) highlight broad issues of reproducibility, validation, sensitivity, and uncertainty quantification within mechanistic models,<br>
3) provide a proposed framework for assessing models in terms of the FAIR principles and develop principles as a group to assessing mechanistic modelling studies specifically, and<br>
4) apply these principles to a pilot study (time permitting).<br>
We hope to eventually develop a publication or commentary piece as a result of the hackathon, and participants will be informed of the steps required to contribute to the project and be a co-author going forward after the hackathon.","Everyone – prior knowledge of mechanistic models is an asset but not required. Just arrive with a willingness to learn!","https://osf.io/qtfrm/","#conf2025-h04-evaluating-fair-principles-and-uncertainty-in-mechanistic-models","https://sortee.slack.com/archives/C09H6650DQU","Stephanie Flaman, Losia Lagisz",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
2025-10-16,"2025-10-16 03:00:00","2025-10-16 03:30:00","Hackathon 5: Let’s expand the dataset of learned societies in ecology and evolutionary biology","Malgorzata (Losia) Lagisz","We will expand the existing dataset of learned societies in ecology and evolutionary biology—currently focused mostly on international organizations—by adding a broad range of national-level societies from around the world, which are currently underrepresented. Once complete, this enhanced dataset will provide a foundation for future meta-research projects and support SORTEE’s efforts to engage with more learned societies. This hackathon will also offer structured networking opportunities to explore transparent methods for online data collection, and it will serve as a forum for generating ideas for future initiatives that connect learned societies with Open Science.","After a brief introduction, participants will collect and submit structured data on relevant societies through online forms, which will feed into a shared dataset. After the hackathon, we will acknowledge all contributors and coordinate asynchronous data cross-checking and gap-filling using shared online forms and spreadsheets. Collaboration and communication will be maintained through email, Slack, and Zoom as needed. Finalised dataset will be publicly deposited with a DOI, and we may also prepare a data manuscript for EcoEvoRxiv, with all eligible contributors listed as co-authors. This initiative builds on the SORTEE hackathons of 2022, 2023, and 2024, using the same framework to ensure equitable, productive, and enjoyable collaboration.","No specialist skills are required—this topic is accessible and relevant to researchers at all career stages worldwide. We particularly welcome participants with diverse linguistic backgrounds, as many local societies have an online presence only in non-English languages. This project offers a unique opportunity to showcase the diversity of learned societies from non-English-speaking countries and to build lasting connections between these societies and SORTEE.","","#conf2025-h05-lets-expand-the-dataset-of-learned-societies","https://sortee.slack.com/archives/C09HUSZE9NC","Stephanie Flaman, Abdulmalik Usman",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2025-10-16,"2025-10-16 03:30:00","2025-10-16 04:00:00","Hackathon 5 (continued)","Malgorzata (Losia) Lagisz","We will expand the existing dataset of learned societies in ecology and evolutionary biology—currently focused mostly on international organizations—by adding a broad range of national-level societies from around the world, which are currently underrepresented. Once complete, this enhanced dataset will provide a foundation for future meta-research projects and support SORTEE’s efforts to engage with more learned societies. This hackathon will also offer structured networking opportunities to explore transparent methods for online data collection, and it will serve as a forum for generating ideas for future initiatives that connect learned societies with Open Science.","After a brief introduction, participants will collect and submit structured data on relevant societies through online forms, which will feed into a shared dataset. After the hackathon, we will acknowledge all contributors and coordinate asynchronous data cross-checking and gap-filling using shared online forms and spreadsheets. Collaboration and communication will be maintained through email, Slack, and Zoom as needed. Finalised dataset will be publicly deposited with a DOI, and we may also prepare a data manuscript for EcoEvoRxiv, with all eligible contributors listed as co-authors. This initiative builds on the SORTEE hackathons of 2022, 2023, and 2024, using the same framework to ensure equitable, productive, and enjoyable collaboration.","No specialist skills are required—this topic is accessible and relevant to researchers at all career stages worldwide. We particularly welcome participants with diverse linguistic backgrounds, as many local societies have an online presence only in non-English languages. This project offers a unique opportunity to showcase the diversity of learned societies from non-English-speaking countries and to build lasting connections between these societies and SORTEE.","","#conf2025-h05-lets-expand-the-dataset-of-learned-societies","https://sortee.slack.com/archives/C09HUSZE9NC","Stephanie Flaman, Abdulmalik Usman",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2025-10-16,"2025-10-16 04:00:00","2025-10-16 04:30:00","Lunch break / Social mixer","","Join us for a relaxed and nice break","There is no scheduled activity, but you are welcome to stay and chat with other participants.","Everyone","","#conference2025","https://sortee.slack.com/archives/C09H0S271V4","Stephanie Flaman, Oluwaseyi Famoofo",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2025-10-16,"2025-10-16 04:30:00","2025-10-16 05:00:00","","","","","","","","","Stephanie Flaman, Oluwaseyi Famoofo",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2025-10-16,"2025-10-16 05:00:00","2025-10-16 05:30:00","","","","","","","","","Stephanie Flaman, Oluwaseyi Famoofo",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2025-10-16,"2025-10-16 05:30:00","2025-10-16 06:00:00","","","","","","","","","Juliette Tariel-Adam, Oluwaseyi Famoofo",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
2025-10-16,"2025-10-16 06:00:00","2025-10-16 06:30:00","Unconference 5: How to start your own Code Club","Cecilia Baldoni, Saoirse Kelleher","This session explores how researchers at all levels (from bachelor students to faculty) can establish and grow code clubs within academic environments. The main goal is to foster peer learning and the adoption of practical coding skills directly linked to research needs. Participants will share experiences, tackle common challenges, and swap resources to build sustainable and inclusive code communities.","The session begins with brief introductions to surface participant backgrounds and coding motivations. Participants then collaboratively identify pressing questions and themes, which feed into an interactive discussion or breakout groups targeting the unique challenges of academic code clubs. The group reconvenes to swap favorite resources and compile ongoing community tools. The session closes with concrete action steps and networking opportunities to sustain momentum beyond the event.","Everyone","","#conf2025-u05-how-to-start-your-own-code-club","https://sortee.slack.com/archives/C09H1BW54N6","Juliette Tariel-Adam, Sofia Paraskevopoulou",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2025-10-16,"2025-10-16 06:30:00","2025-10-16 06:55:00","Unconference 5 (continued)","Cecilia Baldoni, Saoirse Kelleher","This session explores how researchers at all levels (from bachelor students to faculty) can establish and grow code clubs within academic environments. The main goal is to foster peer learning and the adoption of practical coding skills directly linked to research needs. Participants will share experiences, tackle common challenges, and swap resources to build sustainable and inclusive code communities.","The session begins with brief introductions to surface participant backgrounds and coding motivations. Participants then collaboratively identify pressing questions and themes, which feed into an interactive discussion or breakout groups targeting the unique challenges of academic code clubs. The group reconvenes to swap favorite resources and compile ongoing community tools. The session closes with concrete action steps and networking opportunities to sustain momentum beyond the event.","Everyone","","#conf2025-u05-how-to-start-your-own-code-club","https://sortee.slack.com/archives/C09H1BW54N6","Juliette Tariel-Adam, Sofia Paraskevopoulou",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2025-10-16,"2025-10-16 07:00:00","2025-10-16 07:30:00","Unconference 6: Let’s DAG in – How Directed Acyclic Graphs can help Behavioural Ecology be more transparent","Aparajitha Ramesh, Mirjam Borger","This session aims to demonstrate how Directed Acyclic Graphs (DAGs) can clarify hypotheses, reveal hidden assumptions and guide better statistical modelling in the field of behavioural ecology. Participants will engage with real biological examples and learn the basic structures of DAGs, how DAGs help decide what to control for and how to communicate their research transparently through the use of their own DAGs. We will end the session by discussing whether and how using DAGs can help communicate our research, peer review and aid reproducibility.","In this interactive session, participants will first explore how biological assumptions can influence model choice by selecting from different linear regression models using a live poll, followed by a short discussion to unpack their reasoning. We will then introduce the fundamental concepts of Directed Acyclic Graphs (DAGs) and do an exercise with biological examples to let participants identify appropriate controls, collaborating in breakout groups. Causal DAGs can get complicated in practice, especially in our fields, and we will demonstrate this with an example to illustrate why DAGs can still be a useful tool in our studies. We will share insights from a review of 245 papers on DAG practices, highlighting best practices and challenges. The session will conclude with a structured discussion where participants share their opinions on DAGs through a series of questions and optional whiteboard activity - “Draw your own DAG”.","Everyone. Prerequisite: basic knowledge of linear regression models","https://osf.io/awkph/","#conf2025-u06-how-dags-help-behavioural-ecology-become-more-transparent","https://sortee.slack.com/archives/C09GWMYC3CK","Magdalena Wutkowska, Marija Purgar",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2025-10-16,"2025-10-16 07:30:00","2025-10-16 08:00:00","Unconference 6 (continued)","Aparajitha Ramesh, Mirjam Borger","This session aims to demonstrate how Directed Acyclic Graphs (DAGs) can clarify hypotheses, reveal hidden assumptions and guide better statistical modelling in the field of behavioural ecology. Participants will engage with real biological examples and learn the basic structures of DAGs, how DAGs help decide what to control for and how to communicate their research transparently through the use of their own DAGs. We will end the session by discussing whether and how using DAGs can help communicate our research, peer review and aid reproducibility.","In this interactive session, participants will first explore how biological assumptions can influence model choice by selecting from different linear regression models using a live poll, followed by a short discussion to unpack their reasoning. We will then introduce the fundamental concepts of Directed Acyclic Graphs (DAGs) and do an exercise with biological examples to let participants identify appropriate controls, collaborating in breakout groups. Causal DAGs can get complicated in practice, especially in our fields, and we will demonstrate this with an example to illustrate why DAGs can still be a useful tool in our studies. We will share insights from a review of 245 papers on DAG practices, highlighting best practices and challenges. The session will conclude with a structured discussion where participants share their opinions on DAGs through a series of questions and optional whiteboard activity - “Draw your own DAG”.","Everyone. Prerequisite: basic knowledge of linear regression models","https://osf.io/awkph/","#conf2025-u06-how-dags-help-behavioural-ecology-become-more-transparent","https://sortee.slack.com/archives/C09GWMYC3CK","Magdalena Wutkowska, Marija Purgar",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2025-10-16,"2025-10-16 08:00:00","2025-10-16 08:20:00","Unconference 6 (continued)","Aparajitha Ramesh, Mirjam Borger","This session aims to demonstrate how Directed Acyclic Graphs (DAGs) can clarify hypotheses, reveal hidden assumptions and guide better statistical modelling in the field of behavioural ecology. Participants will engage with real biological examples and learn the basic structures of DAGs, how DAGs help decide what to control for and how to communicate their research transparently through the use of their own DAGs. We will end the session by discussing whether and how using DAGs can help communicate our research, peer review and aid reproducibility.","In this interactive session, participants will first explore how biological assumptions can influence model choice by selecting from different linear regression models using a live poll, followed by a short discussion to unpack their reasoning. We will then introduce the fundamental concepts of Directed Acyclic Graphs (DAGs) and do an exercise with biological examples to let participants identify appropriate controls, collaborating in breakout groups. Causal DAGs can get complicated in practice, especially in our fields, and we will demonstrate this with an example to illustrate why DAGs can still be a useful tool in our studies. We will share insights from a review of 245 papers on DAG practices, highlighting best practices and challenges. The session will conclude with a structured discussion where participants share their opinions on DAGs through a series of questions and optional whiteboard activity - “Draw your own DAG”.","Everyone. Prerequisite: basic knowledge of linear regression models","https://osf.io/awkph/","#conf2025-u06-how-dags-help-behavioural-ecology-become-more-transparent","https://sortee.slack.com/archives/C09GWMYC3CK","Magdalena Wutkowska, Marija Purgar",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
2025-10-16,"2025-10-16 08:30:00","2025-10-16 09:00:00","Unconference 7: How to think about hypothesis testing in ecology?","Gabriela Xavier-Quintais, Daniel Lakens, Tiago A. Marques","In this unconference, we will collectively consider the role that hypothesis testing should fulfil in ecological studies: observational/randomised studies, plant/animal studies, field/laboratory studies. This discussion will be based on the reflection that there are some specific constraints in ecology studies that could limit how hypothesis testing is used: constraints on sample sizes, difficulty in controlling variables, etc. Taking this into account, we will also discuss how researchers can collectively solve the widespread problem of the misuse of hypothesis testing in scientific research in ecology.","- In the first 10 minutes, a brief overview of the theme and purpose of the unconference will be provided, accompanied by some results from a meta-scientific study in ecology. </br>
- Then, some questions will be presented, one by one, which the audience will be asked to discuss and answer together.</br>
- In the last 5/10 minutes, there will be an overview of what has been discussed, with the aim of consolidating what should be done (according to our discussion) in the near future to mitigate the problems described. The result of this dynamic discussion will be written up and shared with the SORTEE community a few days after the event, allowing everyone to read it and continue to reflect on it (two documents will be created: one static and one editable) — an important ongoing discussion.","Everyone","https://osf.io/qk7s5/","#conf2025-u07-how-to-think-about-hypothesis-testing-in-ecology","https://sortee.slack.com/archives/C09HUT27B88","Marija Purgar, Ineta Kačergytė",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
